word;averageAoA;SD;Min;Max;ItemZScore;OralFreq_Log; WrittenFreq_Subtlex-ESP_Log; WrittenFreq_LEXESP_Log;WrittenFreq_espal_Log;espal_max_lem_cat;max_lem_code;espal_es_num_syll
guillotina;9.18;1.674;6;11;0.645;0.477;1.623;1.079;0.393;NOUN;NCFS000;4
guiño;7.64;2.617;2;11;0.177;0.301;1.447;1.462;0.471;NOUN;NCMS000;2
guiri;8.12;1.891;4;11;0.208;;;;0.026;NOUN;NCMS000;2
guitarra;4.50;1.389;2;8;-0.705;1.924;2.865;1.863;1.739;NOUN;NCFS000;3
gusano;3.68;1.406;1;6;-1.263;0.602;2.624;1.398;0.823;NOUN;NCMS000;3
gusta;2.58;1.372;1;7;-1.587;3.264;4.397;2.731;1.653;VERB;VMIP3S0;2
gustaba;5.24;1.933;2;10;-0.304;2.301;3.337;2.462;1.194;VERB;VMII3S0;3
gustado;5.16;2.160;1;11;-0.320;2.398;2.893;2.093;1.035;VERB;VMP00SM;3
gustan;4.24;2.227;1;10;-0.912;2.544;3.700;2.179;1.050;VERB;VMIP3P0;2
gustar;4.14;2.548;1;11;-0.970;1.820;2.847;1.505;1.830;VERB;VMN0000;2
gustaría;5.90;1.909;2;10;-0.004;2.766;4.016;2.393;1.149;VERB;VMIC3S0;4
gusto;4.92;2.127;1;9;-0.506;2.400;3.826;2.592;1.804;NOUN;NCMS000;2
gustó;3.92;1.978;1;10;-0.990;2.093;3.375;1.869;0.917;VERB;VMIS3S0;2
ha;5.98;2.403;1;11;0.028;4.209;4.794;4.141;3.421;VERB;VAIP3S0;1
habano;9.94;1.557;6;11;1.069;;1.342;1.279;0.158;NOUN;NCMS000;3
habéis;6.82;2.561;2;11;0.276;2.452;2.649;1.792;1.379;VERB;VAIP2P0;2
haber;4.76;2.607;1;11;-1.105;3.126;4.340;3.261;2.561;VERB;VAN0000;2
había;4.88;1.803;2;9;-0.503;3.523;4.438;4.040;3.080;VERB;VAII3S0;3
habíamos;5.90;2.084;2;11;0.041;2.223;3.154;2.330;1.317;VERB;VAII1P0;4
habían;5.32;1.889;2;10;-0.230;2.641;3.451;3.346;2.463;VERB;VAII3P0;3
habido;6.62;2.276;2;11;0.316;2.792;3.088;2.196;1.596;VERB;VAP00SM;3
habilidad;8.40;1.874;4;11;0.395;1.653;3.086;2.182;1.472;NOUN;NCFS000;4
habitación;3.42;1.386;1;6;-1.413;2.193;3.792;2.746;1.717;NOUN;NCFS000;4
habitante;7.60;1.927;3;11;0.093;0.699;1.531;1.613;0.862;NOUN;NCCS000;4
habitantes;7.72;1.863;5;11;0.806;2.004;2.493;2.484;2.259;NOUN;NCCP000;4
hábito;8.94;2.104;2;11;0.595;1.362;2.515;2.146;1.116;NOUN;NCMS000;3
habitual;8.16;1.888;3;11;0.514;2.152;2.598;2.522;1.643;ADJECTIVE;AQ0CS0;3
habla;3.20;1.726;1;9;-1.132;2.784;4.071;2.793;1.958;VERB;VMIP3S0;2
hablaba;4.94;1.834;1;10;-0.379;2.260;3.240;2.680;1.527;VERB;VMII3S0;3
hablado;6.36;2.078;3;11;0.053;2.574;3.367;2.346;1.577;VERB;VMP00SM;3
hablamos;5.16;1.695;2;10;-0.344;2.423;3.628;2.076;1.263;VERB;VMIP1P0;3
hablan;4.64;1.903;1;10;-0.560;2.220;3.233;2.283;1.412;VERB;VMIP3P0;2
hablando;5.22;2.384;1;11;-0.504;3.014;4.157;2.583;1.711;VERB;VMG0000;3
hablar;2.58;1.630;1;8;-1.701;3.208;4.523;3.058;2.192;VERB;VMN0000;2
hablaremos;6.20;1.702;1;10;0.135;2.121;3.158;1.633;0.611;VERB;VMIF1P0;4
hablo;3.98;1.964;1;9;-0.818;2.354;3.671;2.029;1.125;VERB;VMIP1S0;2
habrá;6.40;1.863;2;10;0.187;2.790;3.770;2.860;1.943;VERB;VAIF3S0;2
habrán;6.65;1.715;3;11;0.342;2.004;2.739;2.086;1.113;VERB;VAIF3P0;2
habría;6.68;2.104;2;11;0.366;2.537;3.851;2.987;2.102;VERB;VAIC3S0;3
hace;4.74;2.372;1;10;-0.686;3.595;4.699;3.630;2.779;VERB;VMIP3S0;2
hacemos;5.10;2.178;1;10;-0.520;2.610;3.831;2.215;1.408;VERB;VMIP1P0;3
hacen;4.94;2.152;1;10;-0.596;2.890;3.948;2.938;2.104;VERB;VMIP3P0;2
hacer;4.12;1.698;1;9;-0.791;3.684;4.881;3.504;2.794;VERB;VMN0000;2
hacerle;5.50;1.951;2;10;-0.187;2.025;3.403;2.212;1.315;VERB;VMN0000;3
hacerlo;6.16;2.024;2;11;-0.054;2.652;4.348;2.740;1.917;VERB;VMN0000;3
hacerse;6.26;2.248;2;11;-0.008;2.017;3.059;2.643;1.762;VERB;VMN0000;3
haces;4.46;1.593;2;9;-0.645;2.616;4.328;2.130;1.123;NOUN;NCFP000;2
hacha;5.90;2.082;2;11;-0.296;0.699;2.531;1.556;0.878;NOUN;NCFS000;2
hacia;5.86;2.195;2;11;-0.663;2.939;4.075;3.517;2.719;ADPOSITION;SPS00;2
hacían;5.65;1.877;2;10;-0.156;2.270;2.958;2.471;1.596;VERB;VMII3P0;3
hacienda;10.14;1.385;6;11;0.990;2.013;2.389;2.185;1.602;NOUN;NP00000;3
haciendo;5.04;2.099;1;11;-0.328;3.108;4.412;2.825;2.104;VERB;VMG0000;3
hada;3.86;1.616;1;8;-1.231;1.114;2.517;1.342;0.541;NOUN;NCFS000;2
hadas;4.42;1.939;1;11;-0.708;1.079;2.679;1.613;0.767;NOUN;NCFP000;2
haga;6.32;2.015;2;11;0.179;2.625;3.947;2.512;1.781;VERB;VMSP3S0;2
hagan;5.94;1.812;1;10;-0.022;2.199;3.516;2.037;1.429;VERB;VMSP3P0;2
hago;4.88;2.191;1;10;-0.634;2.709;4.033;2.290;1.397;VERB;VMIP1S0;2
halago;8.88;1.814;5;11;0.878;0.699;1.708;1.000;0.257;NOUN;NCMS000;3
halcón;6.40;2.286;2;11;-0.545;0.477;2.410;1.204;0.805;NOUN;NCMS000;2
hall;9.74;1.946;2;11;1.139;1.279;2.631;1.462;1.286;NOUN;NP00000;1
hallazgo;9.54;1.619;4;11;0.834;0.845;1.991;2.009;0.993;NOUN;NCMS000;3
halley;10.34;1.272;6;11;1.095;0.301;;0.477;0.306;NOUN;NP00000;2
halloween;7.72;1.896;3;11;0.499;;2.598;0.477;0.434;NOUN;NP00000;4
hamaca;6.62;1.828;3;10;-0.409;0.477;1.875;1.176;0.332;NOUN;NCFS000;3
hambre;2.86;1.678;1;9;-1.245;2.207;3.635;2.479;1.680;NOUN;NCFS000;2
hambriento;4.74;2.380;1;10;-1.108;;2.580;1.230;0.643;ADJECTIVE;AQ0MS0;3
hamburguesa;4.94;1.731;2;10;-1.034;1.000;2.823;0.903;0.227;NOUN;NCFS000;4
hamelin;7.82;3.069;2;11;0.082;;;;;;;
hamster;6.06;2.478;1;11;-0.561;0.301;;;0.064;NOUN;NCMS000;2
han;6.10;2.565;2;11;-0.056;3.763;4.325;3.773;3.048;VERB;VAIP3P0;1
haría;6.16;2.160;2;11;0.145;2.158;3.797;2.255;1.492;VERB;VMIC3S0;3
harina;5.12;2.237;2;10;-0.705;1.230;2.230;1.623;1.057;NOUN;NCFS000;3
harto;6.46;1.929;3;11;-0.432;1.447;2.953;2.053;1.040;ADJECTIVE;AQ0MS0;2
harvard;10.30;0.995;7;11;1.090;1.279;;1.380;0.932;NOUN;NP00000;2
has;5.82;2.569;1;11;-0.074;3.273;4.488;2.820;1.818;VERB;VAIP2S0;1
hasta;5.52;2.950;1;11;-0.807;3.562;4.607;3.808;3.100;ADPOSITION;SPS00;2
hastío;10.74;0.723;8;11;1.270;0.477;0.477;1.462;0.429;NOUN;NCMS000;3
hay;4.04;2.020;1;10;-1.010;4.054;4.994;3.783;2.951;VERB;VAIP3S0;1
haya;7.14;2.391;3;11;0.542;3.023;4.055;2.995;2.320;VERB;VASP3S0;2
hayan;6.84;2.103;3;11;0.414;2.326;3.273;2.465;1.790;VERB;VASP3P0;2
haz;8.34;2.455;2;11;0.432;1.740;3.734;1.903;1.088;NOUN;NCFS000;1
hazaña;9.34;2.016;3;11;0.648;1.079;1.886;1.544;0.814;NOUN;NCFS000;3
he;6.37;2.316;1;11;0.187;3.742;4.680;3.409;2.605;VERB;VAIP1S0;1
heavy;10.18;0.978;6;11;1.421;1.301;1.949;0.699;0.902;NOUN;NP00000;3
hebilla;7.56;2.476;2;11;0.419;;1.663;1.000;0.199;NOUN;NCFS000;3
hebra;7.40;2.321;3;11;0.012;;1.279;1.146;0.422;NOUN;NCFS000;2
hecha;5.96;1.851;2;10;-0.019;2.090;2.990;2.316;1.541;ADJECTIVE;AQ0FSP;2
hechizo;6.68;2.263;3;11;-0.165;0.477;2.591;1.398;0.778;NOUN;NCMS000;3
hecho;6.96;2.740;2;11;0.189;3.499;4.502;3.421;2.773;VERB;VMP00SM;2
hechos;6.30;2.023;3;11;0.140;2.305;3.261;2.686;2.068;ADJECTIVE;AQ0MPP;2
hectómetro;9.42;1.667;6;11;0.739;;;;0.065;NOUN;NCMS000;4
hedor;10.18;1.320;4;11;1.040;0.301;2.017;1.447;0.395;NOUN;NCMS000;2
hegemonía;10.76;0.938;6;11;1.217;1.041;0.699;1.544;0.889;NOUN;NCFS000;5
heidi;4.02;1.995;1;11;-0.957;0.845;;0.477;0.325;NOUN;NP00000;2
helado;2.88;1.520;1;7;-1.247;1.230;3.248;1.881;0.837;NOUN;NCMS000;3
hélice;7.52;2.159;2;11;0.151;0.301;1.748;1.176;0.600;NOUN;NCFS000;3
helicóptero;4.60;1.807;2;9;-0.691;1.301;3.106;1.519;1.059;NOUN;NCMS000;5
hembra;5.50;2.565;1;11;-0.744;1.279;2.446;2.086;1.073;NOUN;NCFS000;2
hemos;5.66;1.986;2;11;-0.069;3.453;4.109;3.074;2.494;VERB;VAIP1P0;2
heno;9.46;1.961;4;11;0.754;0.699;1.929;1.000;0.491;NOUN;NCMS000;2
hepatitis;10.26;1.482;3;11;1.058;0.845;2.173;1.580;0.580;NOUN;NCFN000;4
hércules;6.62;2.212;1;11;-0.054;1.398;1.978;1.580;0.922;NOUN;NP00000;3
herencia;9.06;1.766;5;11;0.536;1.740;2.556;2.170;1.358;NOUN;NCFS000;3
herida;3.98;1.911;1;9;-1.150;1.279;3.198;2.111;1.269;NOUN;NCFS000;3
heridas;3.80;1.400;1;8;-1.506;1.556;2.985;2.143;1.456;NOUN;NCFP000;3
herido;5.84;2.262;2;11;-0.492;1.362;3.271;2.033;1.432;ADJECTIVE;AQ0MSP;3
hermana;2.96;1.309;1;6;-1.378;2.548;3.952;2.598;1.785;NOUN;NCFS000;3
hermandad;9.88;1.534;5;11;1.166;1.255;2.547;1.146;1.191;NOUN;NP00000;3
hermano;2.42;1.458;1;6;-1.725;2.594;4.212;2.748;2.075;NOUN;NCMS000;3
hermanos;2.90;1.298;1;7;-1.305;2.481;3.446;2.464;1.863;NOUN;NCMP000;3
hermoso;6.46;1.656;3;10;-0.015;1.756;3.614;2.274;1.471;ADJECTIVE;AQ0MS0;3
hermosura;7.40;2.286;1;11;0.023;0.699;2.068;1.568;1.120;NOUN;NCFS000;4
héroe;5.04;2.089;1;9;-0.508;1.415;3.349;2.225;1.462;NOUN;NCMS000;3
heroína;9.66;1.722;4;11;1.214;1.833;2.951;1.892;0.936;NOUN;NCFS000;4
heroísmo;9.28;1.970;3;11;0.661;0.602;1.826;1.301;0.631;NOUN;NCMS000;4
herramienta;6.60;1.784;3;10;-0.203;1.342;2.391;1.663;1.325;NOUN;NCFS000;4
herramientas;6.60;1.959;2;11;-0.294;1.079;2.812;1.724;1.485;NOUN;NCFP000;4
hervir;6.54;1.897;2;11;-0.406;0.845;1.934;1.079;0.549;VERB;VMN0000;2
heterosexual;10.10;1.141;6;11;1.003;1.114;2.428;0.845;0.367;ADJECTIVE;AQ0CS0;5
hice;4.68;1.984;1;10;-0.736;2.530;4.221;2.405;1.391;VERB;VMIS1S0;2
hicieron;5.78;2.225;2;11;-0.173;2.498;3.685;2.582;1.897;VERB;VMIS3P0;3
hicimos;5.38;1.947;2;11;-0.272;2.185;3.599;1.845;1.017;VERB;VMIS1P0;3
hidalgo;10.22;1.282;6;11;1.071;0.778;1.380;1.380;1.175;NOUN;NP00000;3
hidalguía;10.50;1.129;7;11;1.056;0.301;;0.954;0.269;NOUN;NCFS000;4
hidrógeno;9.86;1.457;6;11;0.908;0.602;2.310;1.851;1.087;NOUN;NCMS000;4
hidrográfica;10.78;0.648;8;11;1.441;;;0.845;0.636;ADJECTIVE;AQ0FS0;5
hielo;4.48;1.222;1;9;-0.953;2.000;3.374;2.241;1.494;NOUN;NCMS000;2
hiena;7.06;1.731;3;11;-0.053;0.301;1.462;0.903;0.273;NOUN;NCFS000;2
hierba;3.98;1.558;1;8;-1.119;1.301;3.041;2.124;1.204;NOUN;NCFS000;2
hierro;6.16;1.983;2;10;-0.365;1.991;2.739;2.057;1.688;NOUN;NCMS000;2
hígado;8.70;1.854;4;11;0.502;1.230;2.903;2.068;0.921;NOUN;NCMS000;3
higiene;6.18;2.362;1;11;-0.178;1.544;2.134;1.519;0.897;NOUN;NCFS000;3
higo;5.80;2.030;2;11;-0.691;;1.380;0.845;0.219;NOUN;NCMS000;2
higuera;8.18;2.192;4;11;0.242;0.778;0.954;1.204;0.553;NOUN;NP00000;3
hija;3.58;1.579;2;8;-1.074;2.888;4.088;2.815;2.101;NOUN;NCFS000;2
hijo;3.08;1.967;1;8;-1.485;2.915;4.452;3.100;2.401;NOUN;NCMS000;2
hijos;4.48;1.764;1;9;-0.800;2.918;3.945;2.982;2.235;NOUN;NCMP000;2
hilo;4.28;1.666;1;9;-1.049;1.716;2.589;2.193;1.265;NOUN;NCMS000;2
himno;7.46;2.002;2;11;-0.057;1.519;2.322;1.602;1.217;NOUN;NCMS000;2
hipnosis;9.80;1.761;5;11;1.259;0.477;2.100;0.954;0.434;NOUN;NCFN000;3
hipopótamo;5.66;2.056;2;11;-0.367;;1.580;0.602;0.182;NOUN;NCMS000;5
hipótesis;10.52;0.886;8;11;1.169;1.623;2.248;2.407;1.525;NOUN;NCFN000;4
historia;6.92;2.088;3;11;-0.077;3.035;4.117;3.271;2.705;NOUN;NCFS000;3
historias;5.36;1.967;2;10;-0.424;2.140;3.266;2.450;1.616;NOUN;NCFP000;3
histórico;9.18;1.612;5;11;0.834;2.037;2.310;2.354;1.838;ADJECTIVE;AQ0MS0;4
hitler;10.12;1.637;3;11;1.073;1.591;;1.699;1.278;NOUN;NP00000;2
hizo;5.58;2.365;2;11;-0.271;2.847;4.292;3.212;2.523;VERB;VMIS3S0;2
hogar;5.70;2.023;2;11;-0.348;2.025;3.493;2.326;1.597;NOUN;NCMS000;2
hoguera;6.00;1.927;1;11;-0.487;0.778;2.241;1.716;0.906;NOUN;NCFS000;3
hoja;3.88;1.423;1;7;-1.011;1.763;2.741;2.161;1.421;NOUN;NCFS000;2
hojas;3.54;1.669;1;7;-1.480;1.813;2.786;2.423;1.715;NOUN;NCFP000;2
hola;1.62;0.967;1;5;-1.742;3.010;4.911;1.763;0.962;INTERJECTION;I;2
holanda;8.72;2.157;4;11;0.430;1.653;2.220;1.839;1.485;NOUN;NP00000;3
hombre;3.64;1.987;1;11;-1.330;3.611;4.639;3.587;2.681;NOUN;NCMS000;2
hombres;4.20;1.874;1;8;-0.962;2.848;4.171;3.275;2.490;NOUN;NCMP000;2
hombro;3.78;1.607;1;7;-1.253;1.431;2.959;2.212;1.266;NOUN;NCMS000;2
homenaje;9.68;1.463;4;11;0.765;2.017;2.297;2.025;1.582;NOUN;NCMS000;4
homicida;10.22;0.996;8;11;1.059;0.602;2.444;1.204;0.509;NOUN;NCCS000;4
homicidio;9.56;1.554;5;11;0.783;1.204;3.222;1.362;0.877;NOUN;NCMS000;4
homosexual;9.98;1.846;1;11;1.372;1.623;2.815;1.690;0.914;ADJECTIVE;AQ0CS0;4
honda;9.00;2.268;4;11;0.631;1.477;2.083;1.898;1.068;NOUN;NP00000;2
hondo;5.72;2.259;1;11;-0.363;1.000;2.441;2.000;0.960;ADJECTIVE;AQ0MS0;2
honesto;8.70;2.043;3;11;0.419;1.176;3.125;1.204;0.757;ADJECTIVE;AQ0MS0;3
hongo;7.96;1.948;4;11;0.329;0.477;2.124;1.519;0.666;NOUN;NCMS000;2
honor;8.88;1.859;4;11;0.716;2.097;3.515;2.377;1.988;NOUN;NCMS000;2
honorífico;10.50;0.909;7;11;1.280;0.301;0.778;0.477;0.538;ADJECTIVE;AQ0MS0;5
hora;4.94;1.557;2;9;-0.610;3.044;4.302;3.085;2.310;NOUN;NCFS000;2
horas;4.68;1.622;2;8;-0.515;2.966;4.116;3.205;2.379;NOUN;NCFP000;2
horizonte;7.66;1.880;4;11;0.247;1.633;2.415;2.322;1.411;NOUN;NCMS000;4
hormiga;4.02;1.635;1;8;-1.170;0.301;2.045;1.204;1.108;NOUN;NCFS000;3
hormiguero;5.50;2.033;1;11;-0.594;0.477;1.505;1.041;0.689;NOUN;NCMS000;4
hornear;7.72;2.241;3;11;0.048;;1.833;;0.069;VERB;VMN0000;3
horno;5.94;1.984;2;11;-0.563;1.204;2.765;1.613;1.016;NOUN;NCMS000;2
horóscopo;7.38;1.794;2;11;0.344;0.903;1.633;1.000;0.290;NOUN;NCMS000;4
horquilla;8.14;2.483;3;11;0.166;0.602;1.415;1.000;0.383;NOUN;NCFS000;3
hórreo;10.90;0.371;9;11;1.595;0.699;;1.114;0.081;NOUN;NCMS000;3
horrible;6.58;2.120;2;11;-0.109;1.903;3.620;2.009;1.291;ADJECTIVE;AQ0CS0;3
horror;6.38;2.137;2;11;-0.255;1.785;2.658;2.225;1.305;NOUN;NCMS000;2
hortaliza;6.94;1.900;3;11;0.141;0.699;;0.845;0.132;NOUN;NCFS000;4
hospital;5.78;2.574;1;11;-0.675;2.500;3.839;2.410;1.844;NOUN;NCMS000;3
hospitales;5.06;1.570;1;8;-0.323;2.013;2.634;1.881;1.192;NOUN;NCMP000;4
hostal;9.46;1.432;4;11;0.741;1.114;1.462;1.079;0.390;NOUN;NCMS000;2
hostia;7.84;2.024;2;11;0.523;1.982;2.097;1.699;0.379;NOUN;NCFS000;2
hostil;9.72;1.471;6;11;0.824;1.176;2.489;1.778;0.910;ADJECTIVE;AQ0CS0;2
hostilidad;9.80;1.629;5;11;1.000;0.778;2.114;1.716;0.811;NOUN;NCFS000;4
hotel;5.52;1.854;1;11;-0.366;2.294;3.660;2.558;1.640;NOUN;NCMS000;2
house;7.30;2.288;3;11;-0.097;0.602;;0.477;1.235;NOUN;NP00000;2
hoy;3.40;1.738;1;10;-1.035;3.536;4.382;3.369;2.835;ADVERB;RG;1
hoyo;4.92;2.069;1;11;-0.641;0.954;3.008;1.462;0.773;NOUN;NCMS000;2
hubiera;7.26;1.861;4;11;0.571;2.851;3.999;3.218;2.210;VERB;VASI3S0;3
hubiese;7.00;2.060;2;11;0.501;2.225;3.336;2.588;1.746;VERB;VASI3S0;3
hubo;6.82;2.173;1;11;0.397;2.710;3.686;2.838;2.059;VERB;VAIS3S0;2
hucha;4.90;1.992;2;11;-0.722;0.602;;0.699;0.155;NOUN;NCFS000;2
hueco;5.30;2.043;1;10;-0.692;1.756;2.605;2.130;1.129;NOUN;NCMS000;2
huelga;8.64;2.028;2;11;0.725;2.253;2.369;2.449;1.514;NOUN;NCFS000;2
huella;6.02;2.403;2;11;-0.076;1.146;2.769;2.053;1.124;NOUN;NCFS000;2
huérfano;6.90;2.121;3;11;-0.051;0.477;2.220;1.204;0.646;ADJECTIVE;AQ0MS0;3
huerta;5.14;2.232;2;10;-0.862;1.699;1.672;1.771;1.194;NOUN;NP00000;2
huerto;5.18;1.769;1;10;-0.749;1.146;1.954;1.732;0.805;NOUN;NCMS000;2
hueso;4.74;1.946;1;10;-0.736;1.568;2.852;1.934;1.164;NOUN;NCMS000;2
huesos;5.14;1.714;2;8;-0.605;1.301;3.066;2.299;1.339;NOUN;NCMP000;2
huésped;8.64;1.998;4;11;0.609;0.301;2.615;1.633;1.022;NOUN;NCMS000;2
huevo;3.36;1.453;1;7;-1.380;1.556;2.902;2.061;1.131;NOUN;NCMS000;2
huevos;4.14;1.309;1;6;-0.922;1.756;3.273;2.220;1.393;NOUN;NCMP000;2
huída;8.08;2.156;3;11;0.436;0.301;;0.301;0.105;NOUN;NCFS000;2
huir;7.22;1.855;2;10;0.260;1.342;3.058;2.104;1.412;VERB;VMN0000;1
humana;5.78;2.225;1;10;-0.519;2.158;3.254;2.745;1.989;ADJECTIVE;AQ0FS0;3
humanidad;9.36;1.687;5;11;0.701;2.025;2.988;2.365;1.811;NOUN;NCFS000;4
humano;6.34;2.172;2;11;-0.458;2.283;3.471;2.876;2.022;ADJECTIVE;AQ0MS0;3
humanos;6.00;1.807;2;11;0.041;2.199;3.342;2.734;2.318;NOUN;NCMP000;3
humareda;8.43;2.227;4;11;0.349;0.477;;1.322;0.323;NOUN;NCFS000;4
humedad;8.04;1.726;4;11;0.569;1.653;2.270;2.188;1.174;NOUN;NCFS000;3
húmedo;6.10;1.919;2;10;-0.159;1.279;2.386;1.914;1.033;ADJECTIVE;AQ0MS0;3
húmero;9.76;1.364;7;11;0.850;;1.114;0.477;0.162;NOUN;NCMS000;3
humildad;8.94;1.856;6;11;0.665;1.176;2.130;1.699;0.979;NOUN;NCFS000;3
humilde;8.14;1.784;4;11;0.626;1.623;2.593;1.940;1.278;ADJECTIVE;AQ0CS0;3
humillación;9.08;1.782;5;11;0.596;0.845;2.410;1.806;0.777;NOUN;NCFS000;4
humillar;7.88;1.710;4;11;0.128;0.301;1.813;0.903;0.352;VERB;VMN0000;3
humo;4.06;1.878;2;11;-0.791;1.556;3.045;2.405;1.359;NOUN;NCMS000;2
humor;7.16;1.920;3;11;-0.219;2.152;3.289;2.364;1.494;NOUN;NCMS000;2
hundimiento;8.22;1.951;4;11;0.408;1.176;1.279;1.613;0.888;NOUN;NCMS000;4
huracán;7.98;1.879;4;11;0.250;1.041;2.555;1.342;1.171;NOUN;NCMS000;3
hurto;10.20;1.355;6;11;1.186;1.041;1.908;0.778;0.423;NOUN;NCMS000;2
iba;4.62;1.978;1;10;-0.517;3.125;4.124;3.247;2.185;VERB;VMII3S0;2
íbamos;5.94;2.419;2;11;-0.114;2.450;3.154;2.021;0.850;VERB;VMII1P0;3
iban;5.74;2.048;2;11;-0.235;2.547;3.250;2.678;1.722;VERB;VMII3P0;2
ibas;5.36;2.038;2;10;-0.221;2.161;3.420;1.505;0.369;VERB;VMII2S0;2
ibérica;8.80;1.969;4;11;0.850;1.114;;1.415;1.198;NOUN;NP00000;4
ibérico;9.14;1.841;4;11;0.765;0.954;0.477;1.362;0.851;NOUN;NP00000;4
iceberg;8.82;1.924;5;11;0.554;1.000;2.021;1.079;0.408;NOUN;NCMS000;3
ida;6.56;2.287;2;11;0.115;1.580;2.632;1.491;1.228;NOUN;NCFS000;2
idea;6.64;1.946;2;11;-0.259;2.730;4.308;3.040;2.285;NOUN;NCFS000;3
ideal;7.62;2.828;1;11;0.034;2.068;2.865;2.387;1.589;ADJECTIVE;AQ0CS0;3
ideas;6.08;1.926;1;10;-0.108;2.310;3.301;2.730;2.034;NOUN;NCFP000;3
identidad;8.80;1.917;4;11;0.636;1.964;3.027;2.553;1.726;NOUN;NCFS000;4
identificación;8.86;2.176;1;11;0.797;1.398;3.117;2.111;1.372;NOUN;NCFS000;6
idioma;6.34;2.115;2;11;-0.285;2.041;2.768;2.179;1.676;NOUN;NCMS000;3
idiota;4.68;1.731;1;9;-0.593;1.301;3.912;1.857;0.785;ADJECTIVE;AQ0CS0;3
ido;6.52;1.843;3;11;0.205;2.918;3.768;2.782;1.780;VERB;VMP00SM;2
ídolo;8.42;1.970;2;11;0.387;1.322;2.121;1.568;0.801;NOUN;NCMS000;3
iglesia;4.62;1.794;2;10;-0.743;2.757;3.538;2.782;2.337;NOUN;NP00000;3
iglesias;4.82;1.674;2;9;-0.443;2.127;2.149;1.924;1.604;NOUN;NCFP000;3
iglú;6.96;2.176;2;11;-0.177;0.301;1.230;0.845;0.069;NOUN;NCMS000;2
ignorancia;8.84;1.765;5;11;0.671;1.322;2.246;2.068;1.215;NOUN;NCFS000;4
ignorar;8.32;2.104;2;11;0.590;0.954;2.561;1.633;0.941;VERB;VMN0000;3
igual;4.60;1.829;2;9;-0.664;3.153;3.966;2.768;2.285;ADJECTIVE;AQ0CS0;2
igualdad;7.22;2.418;1;11;-0.041;1.863;2.176;2.053;1.793;NOUN;NCFS000;3
iguales;4.34;1.825;2;9;-0.722;2.121;3.069;2.358;1.500;ADJECTIVE;AQ0CP0;3
igualmente;7.44;1.875;3;11;0.701;2.017;3.115;2.352;1.785;ADVERB;RG;4
iguana;7.08;2.329;2;11;-0.162;0.301;1.398;0.602;0.320;NOUN;NCFS000;3
ilusión;6.32;2.133;2;10;-0.290;2.167;2.704;2.332;1.390;NOUN;NCFS000;3
ilustración;9.90;1.632;5;11;1.046;1.279;1.462;1.799;1.076;NOUN;NCFS000;4
imagen;5.98;1.410;1;11;-0.007;2.639;3.322;2.963;2.139;NOUN;NCFS000;3
imágenes;6.24;2.006;2;11;0.137;2.428;3.054;2.594;1.825;NOUN;NCFP000;4
imaginación;5.98;1.767;2;10;-0.468;1.914;2.893;2.481;1.486;NOUN;NCFS000;5
imaginar;5.04;1.873;2;10;-1.014;2.009;3.045;2.365;1.233;VERB;VMN0000;4
imaginario;6.28;2.090;2;11;-0.062;0.699;2.121;1.690;0.934;ADJECTIVE;AQ0MS0;5
imagínate;6.52;2.314;2;11;0.122;2.149;2.651;1.415;0.290;VERB;VMM02S0;5
imagino;5.92;2.221;2;11;0.000;2.498;3.249;2.025;0.800;VERB;VMIP1S0;4
imbécil;6.78;2.306;2;11;0.087;1.591;3.583;1.785;0.709;ADJECTIVE;AQ0CS0;3
impaciencia;8.96;1.927;4;11;0.682;0.699;1.643;1.892;0.958;NOUN;NCFS000;4
imparcial;9.90;1.474;5;11;0.922;0.845;2.025;1.041;0.731;ADJECTIVE;AQ0CS0;3
impedimento;9.48;1.843;4;11;1.108;0.778;1.690;0.903;0.603;NOUN;NCMS000;5
impedir;8.02;2.114;3;11;0.135;1.491;2.588;2.137;1.567;VERB;VMN0000;3
imperdible;7.12;2.199;2;11;0.083;0.602;1.041;0.301;0.100;NOUN;NCMS000;4
imperfecto;8.26;1.364;4;11;0.656;0.699;1.505;1.000;0.519;ADJECTIVE;AQ0MS0;4
impermeable;7.12;1.986;2;11;-0.230;0.301;1.892;1.322;0.421;ADJECTIVE;AQ0CS0;5
ímpetu;9.34;2.335;3;11;0.642;1.079;1.505;1.580;0.773;NOUN;NCMS000;3
importa;5.38;1.999;1;11;-0.267;2.496;4.323;2.581;1.573;VERB;VMIP3S0;3
importación;10.08;1.510;5;11;0.960;0.903;1.613;1.398;1.108;NOUN;NCFS000;4
importancia;6.80;1.938;3;11;-0.108;2.407;3.058;2.785;2.268;NOUN;NCFS000;4
importante;5.16;1.719;2;10;-0.446;3.171;4.094;3.078;2.616;ADJECTIVE;AQ0CS0;4
importantes;5.82;1.687;2;11;-0.080;2.642;3.203;2.686;2.284;ADJECTIVE;AQ0CP0;4
importe;8.30;2.401;2;11;0.305;1.114;2.829;1.613;1.251;NOUN;NCMS000;3
imposibilidad;9.58;1.605;6;11;0.787;1.041;1.398;1.949;1.093;NOUN;NCFS000;6
imposible;6.47;1.479;2;11;-0.022;2.468;3.623;2.823;1.886;ADJECTIVE;AQ0CS0;4
impotencia;9.88;1.560;6;11;1.095;1.415;1.663;1.996;0.912;NOUN;NCFS000;4
